filename,true,condition,b,c,e,rule_branch,pred_passthrough,prob_passthrough,ptrue_passthrough,pred_gamma,prob_gamma,ptrue_gamma,pred_clahe,prob_clahe,ptrue_clahe,pred_stretch,prob_stretch,ptrue_stretch
data\gtsrb\GTSRB\Training\00000\00000_00001.ppm,0,mixed,0.503686,0.209003,0.343333,passthrough,0,0.866606,0.866606,1,0.372018,0.261988,0,0.295014,0.295014,0,0.834329,0.834329
data\gtsrb\GTSRB\Training\00000\00002_00014.ppm,0,clean,0.444759,0.253535,0.247436,passthrough,0,0.880146,0.880146,0,0.878912,0.878912,0,0.664608,0.664608,0,0.745226,0.745226
data\gtsrb\GTSRB\Training\00000\00002_00014.ppm,0,lowlight,0.108781,0.170718,0.212179,gamma,5,0.151521,0.07814,0,0.697441,0.697441,0,0.252648,0.252648,19,0.362041,0.00177
data\gtsrb\GTSRB\Training\00000\00002_00014.ppm,0,foggy,0.631327,0.139247,0.201282,passthrough,0,0.522651,0.522651,1,0.520999,0.031428,0,0.593213,0.593213,0,0.82087,0.82087
data\gtsrb\GTSRB\Training\00000\00002_00014.ppm,0,lowcontrast,0.443929,0.076224,0.041026,clahe,1,0.150039,0.076684,1,0.277841,0.01297,0,0.567652,0.567652,0,0.547281,0.547281
data\gtsrb\GTSRB\Training\00000\00002_00014.ppm,0,noisy,0.44136,0.285646,0.362179,passthrough,0,0.691564,0.691564,0,0.845894,0.845894,0,0.373905,0.373905,0,0.437226,0.437226
data\gtsrb\GTSRB\Training\00000\00002_00014.ppm,0,mixed,0.38823,0.150892,0.217308,passthrough,0,0.344972,0.344972,1,0.343848,0.086234,0,0.488035,0.488035,0,0.684788,0.684788
data\gtsrb\GTSRB\Training\00000\00003_00011.ppm,0,clean,0.482814,0.406141,0.268079,passthrough,0,0.922201,0.922201,0,0.951413,0.951413,0,0.739203,0.739203,0,0.861679,0.861679
data\gtsrb\GTSRB\Training\00000\00003_00011.ppm,0,lowlight,0.17444,0.29891,0.25347,passthrough,0,0.112555,0.112555,0,0.815149,0.815149,0,0.265913,0.265913,19,0.146936,0.0065
data\gtsrb\GTSRB\Training\00000\00003_00011.ppm,0,foggy,0.652204,0.223042,0.230095,passthrough,0,0.923531,0.923531,1,0.685706,0.130629,0,0.615962,0.615962,0,0.963349,0.963349
data\gtsrb\GTSRB\Training\00000\00003_00011.ppm,0,lowcontrast,0.480319,0.121854,0.133674,passthrough,0,0.512221,0.512221,1,0.408555,0.057291,0,0.46409,0.46409,0,0.862757,0.862757
data\gtsrb\GTSRB\Training\00000\00003_00011.ppm,0,noisy,0.484493,0.423116,0.334551,passthrough,0,0.736887,0.736887,0,0.836648,0.836648,0,0.509915,0.509915,0,0.393243,0.393243
data\gtsrb\GTSRB\Training\00000\00003_00011.ppm,0,mixed,0.511901,0.233868,0.25347,passthrough,0,0.92096,0.92096,0,0.609072,0.609072,0,0.512885,0.512885,0,0.91427,0.91427
data\gtsrb\GTSRB\Training\00000\00004_00024.ppm,0,clean,0.685051,0.652,0.125975,passthrough,0,0.87614,0.87614,0,0.892886,0.892886,0,0.87266,0.87266,0,0.779885,0.779885
data\gtsrb\GTSRB\Training\00000\00004_00024.ppm,0,lowlight,0.530874,0.831189,0.12505,passthrough,0,0.549931,0.549931,0,0.830382,0.830382,0,0.518937,0.518937,0,0.274527,0.274527
data\gtsrb\GTSRB\Training\00000\00004_00024.ppm,0,foggy,0.763658,0.358594,0.123728,passthrough,0,0.867761,0.867761,1,0.391883,0.223584,0,0.892735,0.892735,0,0.875319,0.875319
data\gtsrb\GTSRB\Training\00000\00004_00024.ppm,0,lowcontrast,0.68481,0.196766,0.117383,passthrough,0,0.361974,0.361974,1,0.63079,0.029769,0,0.76585,0.76585,0,0.725659,0.725659
data\gtsrb\GTSRB\Training\00000\00004_00024.ppm,0,noisy,0.66842,0.631722,0.217713,passthrough,0,0.81895,0.81895,0,0.845777,0.845777,0,0.826837,0.826837,0,0.778437,0.778437
data\gtsrb\GTSRB\Training\00000\00004_00024.ppm,0,mixed,0.682632,0.348616,0.232386,passthrough,0,0.726242,0.726242,1,0.41184,0.21671,0,0.707129,0.707129,0,0.724916,0.724916
data\gtsrb\GTSRB\Training\00000\00004_00013.ppm,0,clean,0.674801,0.658285,0.158494,passthrough,0,0.930653,0.930653,0,0.926408,0.926408,0,0.912716,0.912716,0,0.923967,0.923967
data\gtsrb\GTSRB\Training\00000\00004_00013.ppm,0,lowlight,0.516844,0.826719,0.157336,passthrough,0,0.633,0.633,0,0.899485,0.899485,0,0.572975,0.572975,0,0.381976,0.381976
data\gtsrb\GTSRB\Training\00000\00004_00013.ppm,0,foggy,0.758023,0.361865,0.153089,passthrough,0,0.885813,0.885813,1,0.540651,0.24429,0,0.843059,0.843059,0,0.925427,0.925427
data\gtsrb\GTSRB\Training\00000\00004_00013.ppm,0,lowcontrast,0.674386,0.198101,0.151351,passthrough,0,0.467499,0.467499,1,0.728426,0.024854,0,0.805689,0.805689,0,0.800841,0.800841
data\gtsrb\GTSRB\Training\00000\00004_00013.ppm,0,noisy,0.6596,0.64094,0.212548,passthrough,0,0.868999,0.868999,0,0.834543,0.834543,0,0.828229,0.828229,0,0.869869,0.869869
data\gtsrb\GTSRB\Training\00000\00004_00013.ppm,0,mixed,0.672486,0.281696,0.196332,passthrough,0,0.73693,0.73693,1,0.510643,0.133198,0,0.733176,0.733176,0,0.819024,0.819024
data\gtsrb\GTSRB\Training\00000\00003_00006.ppm,0,clean,0.442914,0.383678,0.267045,passthrough,0,0.851599,0.851599,0,0.923522,0.923522,0,0.439004,0.439004,0,0.554123,0.554123
data\gtsrb\GTSRB\Training\00000\00003_00006.ppm,0,lowlight,0.137797,0.248716,0.237689,passthrough,5,0.195259,0.016181,0,0.506778,0.506778,5,0.262926,0.145485,25,0.203926,0.006166
data\gtsrb\GTSRB\Training\00000\00003_00006.ppm,0,foggy,0.6304,0.210441,0.210227,passthrough,0,0.809438,0.809438,1,0.417269,0.077139,0,0.271577,0.271577,0,0.941463,0.941463
data\gtsrb\GTSRB\Training\00000\00003_00006.ppm,0,lowcontrast,0.440582,0.114981,0.0,stretch,0,0.196508,0.196508,32,0.118737,0.034773,16,0.188225,0.13036,0,0.624029,0.624029
data\gtsrb\GTSRB\Training\00000\00003_00006.ppm,0,noisy,0.443676,0.402123,0.325758,passthrough,1,0.277518,0.178949,0,0.689578,0.689578,0,0.20381,0.20381,0,0.105758,0.105758
data\gtsrb\GTSRB\Training\00000\00003_00006.ppm,0,mixed,0.487686,0.209818,0.227273,passthrough,0,0.778501,0.778501,0,0.349241,0.349241,0,0.22701,0.22701,0,0.757822,0.757822
data\gtsrb\GTSRB\Training\00000\00001_00026.ppm,0,clean,0.446472,0.417647,0.291055,passthrough,0,0.967333,0.967333,0,0.987112,0.987112,0,0.907825,0.907825,0,0.933946,0.933946
data\gtsrb\GTSRB\Training\00000\00001_00026.ppm,0,lowlight,0.161817,0.399713,0.248428,passthrough,0,0.617428,0.617428,0,0.938361,0.938361,0,0.759663,0.759663,0,0.209884,0.209884
data\gtsrb\GTSRB\Training\00000\00001_00026.ppm,0,foggy,0.63231,0.229303,0.272886,passthrough,0,0.982877,0.982877,0,0.541206,0.541206,0,0.884907,0.884907,0,0.985554,0.985554
data\gtsrb\GTSRB\Training\00000\00001_00026.ppm,0,lowcontrast,0.444,0.12536,0.224668,passthrough,0,0.847519,0.847519,1,0.349494,0.18369,0,0.795224,0.795224,0,0.960708,0.960708
data\gtsrb\GTSRB\Training\00000\00001_00026.ppm,0,noisy,0.444244,0.431837,0.345213,passthrough,0,0.879798,0.879798,0,0.962502,0.962502,0,0.648365,0.648365,0,0.830776,0.830776
data\gtsrb\GTSRB\Training\00000\00001_00026.ppm,0,mixed,0.462141,0.271908,0.253669,passthrough,0,0.946631,0.946631,0,0.909793,0.909793,0,0.84048,0.84048,0,0.934048,0.934048
data\gtsrb\GTSRB\Training\00000\00002_00026.ppm,0,clean,0.517698,0.644794,0.166832,passthrough,0,0.89527,0.89527,0,0.961615,0.961615,0,0.864533,0.864533,0,0.797994,0.797994
data\gtsrb\GTSRB\Training\00000\00002_00026.ppm,0,lowlight,0.316466,0.792563,0.09511,passthrough,8,0.088808,0.059498,0,0.731729,0.731729,0,0.155808,0.155808,13,0.137299,0.003019
data\gtsrb\GTSRB\Training\00000\00002_00026.ppm,0,foggy,0.671541,0.354355,0.157335,passthrough,0,0.762801,0.762801,1,0.458933,0.127821,0,0.877739,0.877739,0,0.938284,0.938284
data\gtsrb\GTSRB\Training\00000\00002_00026.ppm,0,lowcontrast,0.516549,0.194041,0.084479,passthrough,0,0.21019,0.21019,1,0.435886,0.021557,0,0.766329,0.766329,0,0.674871,0.674871
data\gtsrb\GTSRB\Training\00000\00002_00026.ppm,0,noisy,0.509041,0.630391,0.280227,passthrough,0,0.549302,0.549302,0,0.72361,0.72361,0,0.542773,0.542773,0,0.345537,0.345537
data\gtsrb\GTSRB\Training\00000\00002_00026.ppm,0,mixed,0.353709,0.415957,0.093976,passthrough,0,0.130208,0.130208,2,0.164599,0.083292,0,0.538456,0.538456,0,0.172843,0.172843
data\gtsrb\GTSRB\Training\00000\00000_00005.ppm,0,clean,0.498594,0.353205,0.324662,passthrough,0,0.949314,0.949314,0,0.895857,0.895857,0,0.735542,0.735542,0,0.788881,0.788881
data\gtsrb\GTSRB\Training\00000\00000_00005.ppm,0,lowlight,0.184261,0.388089,0.293444,passthrough,0,0.375769,0.375769,0,0.814556,0.814556,0,0.653555,0.653555,8,0.183319,0.088935
data\gtsrb\GTSRB\Training\00000\00000_00005.ppm,0,foggy,0.660901,0.193762,0.248699,passthrough,0,0.762924,0.762924,1,0.837595,0.034763,0,0.743267,0.743267,0,0.909851,0.909851
data\gtsrb\GTSRB\Training\00000\00000_00005.ppm,0,lowcontrast,0.498325,0.105951,0.1436,clahe,1,0.573828,0.273327,1,0.617883,0.019717,0,0.636858,0.636858,0,0.796145,0.796145
data\gtsrb\GTSRB\Training\00000\00000_00005.ppm,0,noisy,0.497705,0.36537,0.383975,passthrough,0,0.821413,0.821413,0,0.785318,0.785318,0,0.452627,0.452627,0,0.616368,0.616368
data\gtsrb\GTSRB\Training\00000\00000_00005.ppm,0,mixed,0.461562,0.254358,0.212279,passthrough,0,0.963329,0.963329,0,0.655126,0.655126,0,0.784076,0.784076,0,0.929902,0.929902
data\gtsrb\GTSRB\Training\00000\00004_00013.ppm,0,clean,0.674801,0.658285,0.158494,passthrough,0,0.930653,0.930653,0,0.926408,0.926408,0,0.912716,0.912716,0,0.923967,0.923967
data\gtsrb\GTSRB\Training\00000\00004_00013.ppm,0,lowlight,0.516844,0.826719,0.157336,passthrough,0,0.633,0.633,0,0.899485,0.899485,0,0.572975,0.572975,0,0.381976,0.381976
data\gtsrb\GTSRB\Training\00000\00004_00013.ppm,0,foggy,0.758023,0.361865,0.153089,passthrough,0,0.885813,0.885813,1,0.540651,0.24429,0,0.843059,0.843059,0,0.925427,0.925427
data\gtsrb\GTSRB\Training\00000\00004_00013.ppm,0,lowcontrast,0.674386,0.198101,0.151351,passthrough,0,0.467499,0.467499,1,0.728426,0.024854,0,0.805689,0.805689,0,0.800841,0.800841
data\gtsrb\GTSRB\Training\00000\00004_00013.ppm,0,noisy,0.660093,0.636558,0.22278,passthrough,0,0.889432,0.889432,0,0.804028,0.804028,0,0.816375,0.816375,0,0.899878,0.899878
data\gtsrb\GTSRB\Training\00000\00004_00013.ppm,0,mixed,0.572387,0.396185,0.151158,passthrough,0,0.78446,0.78446,0,0.648684,0.648684,0,0.75941,0.75941,0,0.811842,0.811842
data\gtsrb\GTSRB\Training\00000\00004_00003.ppm,0,clean,0.655882,0.597921,0.15847,passthrough,0,0.922455,0.922455,0,0.893234,0.893234,0,0.915258,0.915258,0,0.939798,0.939798
data\gtsrb\GTSRB\Training\00000\00004_00003.ppm,0,lowlight,0.454784,0.760649,0.166235,passthrough,0,0.515172,0.515172,0,0.882065,0.882065,0,0.46073,0.46073,40,0.122764,0.107562
data\gtsrb\GTSRB\Training\00000\00004_00003.ppm,0,foggy,0.747541,0.328715,0.153005,passthrough,0,0.832004,0.832004,1,0.617393,0.160095,0,0.851527,0.851527,0,0.873368,0.873368
data\gtsrb\GTSRB\Training\00000\00004_00003.ppm,0,lowcontrast,0.649901,0.179416,0.150705,passthrough,0,0.396313,0.396313,1,0.726389,0.013128,0,0.782344,0.782344,0,0.746199,0.746199
data\gtsrb\GTSRB\Training\00000\00004_00003.ppm,0,noisy,0.643465,0.583442,0.237561,passthrough,0,0.869142,0.869142,0,0.834393,0.834393,0,0.814566,0.814566,0,0.891822,0.891822
data\gtsrb\GTSRB\Training\00000\00004_00003.ppm,0,mixed,0.634905,0.482891,0.154443,passthrough,0,0.794137,0.794137,0,0.707291,0.707291,0,0.726262,0.726262,0,0.839311,0.839311
data\gtsrb\GTSRB\Training\00000\00001_00010.ppm,0,clean,0.571351,0.489846,0.339683,passthrough,0,0.94703,0.94703,0,0.929748,0.929748,0,0.849401,0.849401,0,0.859842,0.859842
data\gtsrb\GTSRB\Training\00000\00001_00010.ppm,0,lowlight,0.304304,0.642077,0.298413,passthrough,0,0.459939,0.459939,0,0.854754,0.854754,0,0.66758,0.66758,0,0.199798,0.199798
data\gtsrb\GTSRB\Training\00000\00001_00010.ppm,0,foggy,0.701021,0.26916,0.303968,passthrough,0,0.889908,0.889908,1,0.611686,0.086969,0,0.70856,0.70856,0,0.905676,0.905676
data\gtsrb\GTSRB\Training\00000\00001_00010.ppm,0,lowcontrast,0.569648,0.146811,0.229365,passthrough,0,0.39803,0.39803,1,0.556035,0.016174,0,0.557428,0.557428,0,0.871896,0.871896
data\gtsrb\GTSRB\Training\00000\00001_00010.ppm,0,noisy,0.561709,0.494434,0.351587,passthrough,0,0.825548,0.825548,0,0.865871,0.865871,0,0.61975,0.61975,0,0.635049,0.635049
data\gtsrb\GTSRB\Training\00000\00001_00010.ppm,0,mixed,0.660233,0.139083,0.206349,passthrough,1,0.470143,0.176377,1,0.5476,0.009184,0,0.621166,0.621166,0,0.574247,0.574247
data\gtsrb\GTSRB\Training\00000\00001_00004.ppm,0,clean,0.538989,0.433448,0.337149,passthrough,0,0.856261,0.856261,0,0.875284,0.875284,0,0.783347,0.783347,0,0.827962,0.827962
data\gtsrb\GTSRB\Training\00000\00001_00004.ppm,0,lowlight,0.245843,0.527642,0.276795,passthrough,4,0.205291,0.158672,0,0.602649,0.602649,0,0.597264,0.597264,38,0.13184,0.097869
data\gtsrb\GTSRB\Training\00000\00001_00004.ppm,0,foggy,0.683092,0.237907,0.30385,passthrough,0,0.706933,0.706933,1,0.659861,0.048225,0,0.631908,0.631908,0,0.888032,0.888032
data\gtsrb\GTSRB\Training\00000\00001_00004.ppm,0,lowcontrast,0.539148,0.130201,0.19667,passthrough,1,0.451826,0.185405,1,0.468034,0.025244,0,0.555978,0.555978,0,0.612341,0.612341
data\gtsrb\GTSRB\Training\00000\00001_00004.ppm,0,noisy,0.534484,0.440445,0.37565,passthrough,0,0.703886,0.703886,0,0.74368,0.74368,0,0.333904,0.333904,0,0.652488,0.652488
data\gtsrb\GTSRB\Training\00000\00001_00004.ppm,0,mixed,0.326812,0.526501,0.332986,passthrough,0,0.350802,0.350802,0,0.794547,0.794547,0,0.597081,0.597081,0,0.290956,0.290956
data\gtsrb\GTSRB\Training\00000\00002_00021.ppm,0,clean,0.500986,0.57505,0.210909,passthrough,0,0.808465,0.808465,0,0.884062,0.884062,0,0.713686,0.713686,0,0.724649,0.724649
data\gtsrb\GTSRB\Training\00000\00002_00021.ppm,0,lowlight,0.267328,0.738587,0.067769,passthrough,5,0.22323,0.131696,0,0.701587,0.701587,0,0.419,0.419,19,0.232348,0.002834
data\gtsrb\GTSRB\Training\00000\00002_00021.ppm,0,foggy,0.662424,0.316312,0.196364,passthrough,0,0.545574,0.545574,1,0.552769,0.045494,0,0.749657,0.749657,0,0.82641,0.82641
data\gtsrb\GTSRB\Training\00000\00002_00021.ppm,0,lowcontrast,0.500511,0.173095,0.053223,stretch,1,0.186736,0.115238,1,0.479285,0.010589,0,0.70934,0.70934,0,0.523678,0.523678
data\gtsrb\GTSRB\Training\00000\00002_00021.ppm,0,noisy,0.49467,0.567876,0.290248,passthrough,0,0.468534,0.468534,0,0.614418,0.614418,0,0.257305,0.257305,0,0.274479,0.274479
data\gtsrb\GTSRB\Training\00000\00002_00021.ppm,0,mixed,0.498002,0.34342,0.352397,passthrough,0,0.408397,0.408397,0,0.258863,0.258863,0,0.170196,0.170196,0,0.371543,0.371543
data\gtsrb\GTSRB\Training\00000\00001_00001.ppm,0,clean,0.55973,0.426133,0.346667,passthrough,0,0.913016,0.913016,0,0.892641,0.892641,0,0.536671,0.536671,0,0.694356,0.694356
data\gtsrb\GTSRB\Training\00000\00001_00001.ppm,0,lowlight,0.263608,0.539333,0.303333,passthrough,38,0.166234,0.126169,0,0.571549,0.571549,0,0.261828,0.261828,38,0.180915,0.07
data\gtsrb\GTSRB\Training\00000\00001_00001.ppm,0,foggy,0.694558,0.233984,0.343333,passthrough,0,0.800996,0.800996,1,0.493401,0.061778,0,0.476217,0.476217,0,0.818162,0.818162
data\gtsrb\GTSRB\Training\00000\00001_00001.ppm,0,lowcontrast,0.559081,0.127576,0.211111,passthrough,0,0.252215,0.252215,1,0.342104,0.024479,0,0.364505,0.364505,0,0.713909,0.713909
data\gtsrb\GTSRB\Training\00000\00001_00001.ppm,0,noisy,0.550614,0.437681,0.372222,passthrough,0,0.368156,0.368156,0,0.52125,0.52125,40,0.179364,0.141601,0,0.151282,0.151282
data\gtsrb\GTSRB\Training\00000\00001_00001.ppm,0,mixed,0.34922,0.530645,0.337778,passthrough,38,0.127932,0.12197,0,0.68887,0.68887,0,0.166939,0.166939,38,0.167636,0.08723
data\gtsrb\GTSRB\Training\00000\00003_00012.ppm,0,clean,0.484699,0.401478,0.263514,passthrough,0,0.970088,0.970088,0,0.969087,0.969087,0,0.830469,0.830469,0,0.897852,0.897852
data\gtsrb\GTSRB\Training\00000\00003_00012.ppm,0,lowlight,0.173185,0.281776,0.252252,passthrough,5,0.25325,0.130685,0,0.904106,0.904106,0,0.406615,0.406615,19,0.217779,0.005663
data\gtsrb\GTSRB\Training\00000\00003_00012.ppm,0,foggy,0.653365,0.220225,0.247748,passthrough,0,0.941716,0.941716,1,0.587069,0.143381,0,0.707612,0.707612,0,0.983926,0.983926
data\gtsrb\GTSRB\Training\00000\00003_00012.ppm,0,lowcontrast,0.482471,0.120194,0.163664,passthrough,0,0.521854,0.521854,1,0.329763,0.04451,0,0.598691,0.598691,0,0.876996,0.876996
data\gtsrb\GTSRB\Training\00000\00003_00012.ppm,0,noisy,0.482647,0.421879,0.34009,passthrough,0,0.801619,0.801619,0,0.853958,0.853958,0,0.558052,0.558052,0,0.513396,0.513396
data\gtsrb\GTSRB\Training\00000\00003_00012.ppm,0,mixed,0.481399,0.241256,0.3003,passthrough,0,0.846227,0.846227,0,0.668007,0.668007,0,0.488533,0.488533,0,0.768883,0.768883
data\gtsrb\GTSRB\Training\00000\00003_00017.ppm,0,clean,0.472064,0.375561,0.230491,passthrough,0,0.985159,0.985159,0,0.972054,0.972054,0,0.914287,0.914287,0,0.976461,0.976461
data\gtsrb\GTSRB\Training\00000\00003_00017.ppm,0,lowlight,0.153093,0.24306,0.218605,passthrough,0,0.507597,0.507597,0,0.960832,0.960832,0,0.374572,0.374572,38,0.125571,0.013642
data\gtsrb\GTSRB\Training\00000\00003_00017.ppm,0,foggy,0.646349,0.206061,0.21447,passthrough,0,0.882583,0.882583,1,0.754048,0.080882,0,0.777656,0.777656,0,0.97401,0.97401
data\gtsrb\GTSRB\Training\00000\00003_00017.ppm,0,lowcontrast,0.470795,0.112782,0.169509,passthrough,0,0.499239,0.499239,1,0.594215,0.031185,0,0.707124,0.707124,0,0.898952,0.898952
data\gtsrb\GTSRB\Training\00000\00003_00017.ppm,0,noisy,0.472374,0.389316,0.324548,passthrough,0,0.882971,0.882971,0,0.926199,0.926199,0,0.7752,0.7752,0,0.764301,0.764301
data\gtsrb\GTSRB\Training\00000\00003_00017.ppm,0,mixed,0.251576,0.323472,0.228424,passthrough,0,0.696959,0.696959,0,0.947632,0.947632,0,0.750779,0.750779,0,0.165677,0.165677
data\gtsrb\GTSRB\Training\00000\00003_00025.ppm,0,clean,0.415348,0.355085,0.139545,passthrough,0,0.93598,0.93598,0,0.930472,0.930472,0,0.899161,0.899161,0,0.906189,0.906189
data\gtsrb\GTSRB\Training\00000\00003_00025.ppm,0,lowlight,0.109085,0.18287,0.117805,gamma,0,0.321005,0.321005,0,0.867103,0.867103,0,0.252336,0.252336,23,0.210142,0.016101
data\gtsrb\GTSRB\Training\00000\00003_00025.ppm,0,foggy,0.61524,0.194922,0.121946,passthrough,0,0.757183,0.757183,1,0.525079,0.087122,0,0.832262,0.832262,0,0.911214,0.911214
data\gtsrb\GTSRB\Training\00000\00003_00025.ppm,0,lowcontrast,0.416238,0.107053,0.087785,passthrough,0,0.250528,0.250528,1,0.304333,0.037405,0,0.735431,0.735431,0,0.778021,0.778021
data\gtsrb\GTSRB\Training\00000\00003_00025.ppm,0,noisy,0.413506,0.373926,0.327329,passthrough,0,0.751602,0.751602,0,0.843489,0.843489,0,0.720461,0.720461,0,0.65676,0.65676
data\gtsrb\GTSRB\Training\00000\00003_00025.ppm,0,mixed,0.576303,0.116177,0.110973,passthrough,1,0.229161,0.200719,1,0.41069,0.012568,0,0.76622,0.76622,0,0.66316,0.66316
data\gtsrb\GTSRB\Training\00000\00001_00018.ppm,0,clean,0.499598,0.441274,0.34878,passthrough,0,0.957564,0.957564,0,0.979086,0.979086,0,0.748939,0.748939,0,0.898365,0.898365
data\gtsrb\GTSRB\Training\00000\00001_00018.ppm,0,lowlight,0.216009,0.511458,0.296341,passthrough,0,0.516778,0.516778,0,0.882495,0.882495,0,0.601873,0.601873,0,0.259638,0.259638
data\gtsrb\GTSRB\Training\00000\00001_00018.ppm,0,foggy,0.661557,0.242344,0.318902,passthrough,0,0.968069,0.968069,0,0.461264,0.461264,0,0.693857,0.693857,0,0.982376,0.982376
data\gtsrb\GTSRB\Training\00000\00001_00018.ppm,0,lowcontrast,0.497869,0.132224,0.235976,passthrough,0,0.800883,0.800883,1,0.507618,0.107663,0,0.640458,0.640458,0,0.965139,0.965139
data\gtsrb\GTSRB\Training\00000\00001_00018.ppm,0,noisy,0.497513,0.453142,0.361585,passthrough,0,0.87889,0.87889,0,0.960863,0.960863,0,0.591792,0.591792,0,0.79075,0.79075
data\gtsrb\GTSRB\Training\00000\00001_00018.ppm,0,mixed,0.290301,0.51122,0.337195,passthrough,0,0.74113,0.74113,0,0.908715,0.908715,0,0.629766,0.629766,0,0.607054,0.607054
data\gtsrb\GTSRB\Training\00000\00003_00013.ppm,0,clean,0.468686,0.390147,0.261134,passthrough,0,0.978047,0.978047,0,0.949056,0.949056,0,0.880422,0.880422,0,0.950221,0.950221
data\gtsrb\GTSRB\Training\00000\00003_00013.ppm,0,lowlight,0.15504,0.251605,0.248313,passthrough,0,0.259189,0.259189,0,0.919206,0.919206,0,0.41747,0.41747,19,0.220319,0.008695
data\gtsrb\GTSRB\Training\00000\00003_00013.ppm,0,foggy,0.644487,0.214003,0.253036,passthrough,0,0.854073,0.854073,1,0.718334,0.080507,0,0.743973,0.743973,0,0.967904,0.967904
data\gtsrb\GTSRB\Training\00000\00003_00013.ppm,0,lowcontrast,0.466632,0.117035,0.162618,passthrough,0,0.399233,0.399233,1,0.426212,0.044992,0,0.527329,0.527329,0,0.819761,0.819761
data\gtsrb\GTSRB\Training\00000\00003_00013.ppm,0,noisy,0.468471,0.407527,0.336032,passthrough,0,0.851621,0.851621,0,0.886052,0.886052,0,0.576261,0.576261,0,0.60073,0.60073
data\gtsrb\GTSRB\Training\00000\00003_00013.ppm,0,mixed,0.594946,0.109512,0.154521,passthrough,1,0.376089,0.169361,1,0.316461,0.021872,0,0.551598,0.551598,0,0.571409,0.571409
data\gtsrb\GTSRB\Training\00000\00003_00002.ppm,0,clean,0.521525,0.482849,0.252463,passthrough,0,0.931802,0.931802,0,0.985911,0.985911,0,0.733087,0.733087,0,0.60818,0.60818
data\gtsrb\GTSRB\Training\00000\00003_00002.ppm,0,lowlight,0.247513,0.432553,0.257389,passthrough,8,0.36405,0.058347,0,0.691889,0.691889,0,0.233173,0.233173,8,0.390282,0.033285
data\gtsrb\GTSRB\Training\00000\00003_00002.ppm,0,foggy,0.673583,0.265001,0.237685,passthrough,0,0.980759,0.980759,0,0.308684,0.308684,0,0.769508,0.769508,0,0.977056,0.977056
data\gtsrb\GTSRB\Training\00000\00003_00002.ppm,0,lowcontrast,0.514735,0.14484,0.160099,passthrough,0,0.593188,0.593188,11,0.22034,0.072761,0,0.57544,0.57544,0,0.927809,0.927809
data\gtsrb\GTSRB\Training\00000\00003_00002.ppm,0,noisy,0.514575,0.489835,0.310345,passthrough,0,0.540911,0.540911,0,0.925206,0.925206,0,0.258707,0.258707,0,0.26887,0.26887
data\gtsrb\GTSRB\Training\00000\00003_00002.ppm,0,mixed,0.472061,0.341999,0.251232,passthrough,0,0.702216,0.702216,0,0.97541,0.97541,0,0.737814,0.737814,0,0.584124,0.584124
data\gtsrb\GTSRB\Training\00000\00004_00006.ppm,0,clean,0.699404,0.628886,0.154083,passthrough,0,0.949508,0.949508,0,0.918781,0.918781,0,0.951509,0.951509,0,0.939698,0.939698
data\gtsrb\GTSRB\Training\00000\00004_00006.ppm,0,lowlight,0.540675,0.820914,0.159219,passthrough,0,0.704971,0.704971,0,0.94319,0.94319,0,0.690203,0.690203,0,0.406936,0.406936
data\gtsrb\GTSRB\Training\00000\00004_00006.ppm,0,foggy,0.771589,0.345951,0.151515,passthrough,0,0.881699,0.881699,1,0.583719,0.230603,0,0.877363,0.877363,0,0.925624,0.925624
data\gtsrb\GTSRB\Training\00000\00004_00006.ppm,0,lowcontrast,0.698796,0.188021,0.148177,passthrough,0,0.428528,0.428528,1,0.759763,0.02244,0,0.810005,0.810005,0,0.758456,0.758456
